freq,indic_sb,nace_r2,currency,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 
A,V12170,C,MIO_EUR,SK	2875 	1629 	4786 b	4766 	4304 	4318 	5223 
A,V12170,C,MIO_EUR,TR	: 	19932 	: 	: 	: 	: 	: 
A,V12170,C,MIO_EUR,UK	83036 	57871 	80817 	86963 	84904 	85654 	88915 
A,V12170,C_HTC,MIO_EUR,AT	1142 	1078 	1509 	1780 	1413 	1509 	1600 
A,V12170,C_HTC,MIO_EUR,BE	: @C	2468 	: @C	: @C	3503 	4707 	4632 
A,V12170,C_HTC,MIO_EUR,BG	: @C	: @C	137 	: @C	: @C	: @C	: @C
A,V12170,C_HTC,MIO_EUR,CH	: 	11866 	15103 b	17740 	20893 	20103 	19901 
A,V12170,C_HTC,MIO_EUR,CY	29 	25 	: @C	: @C	: @C	: @C	: @C
A,V12170,C_HTC,MIO_EUR,CZ	519 p	227 	472 	436 	779 	1010 	918 
A,V12170,C_HTC,MIO_EUR,DE	13618 	10113 	14274 	15614 	12930 	12708 	14734 
A,V12170,C_HTC,MIO_EUR,DK	1941 	1730 	2417 	2806 	3418 	3465 	4233 
A,V12170,C_HTC,MIO_EUR,EE	38 	23 	48 	103 	67 	64 	66 
A,V12170,C_HTC,MIO_EUR,EL	388 	440 	: @C	264 	292 	504 	375 
A,V12170,C_HTC,MIO_EUR,ES	2912 	2247 	2259 	1863 	2194 	2328 	3110 
A,V12170,C_HTC,MIO_EUR,EU27_2007	70496 	: @C	80621 	: @C	: 	: 	: 
A,V12170,C_HTC,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V12170,C_HTC,MIO_EUR,EU28	: 	: 	: 	: @C	72164 	66935 	: 
A,V12170,C_HTC,MIO_EUR,FI	: @C	: @C	1351 	143 	: 	: b	569 
A,V12170,C_HTC,MIO_EUR,FR	5238 	3729 	4974 	5010 	5436 	4036 	3684 
A,V12170,C_HTC,MIO_EUR,HR	: @C	: @C	: @C	159 	165 	199 	213 
A,V12170,C_HTC,MIO_EUR,HU	1405 	1300 	1401 	1899 	1717 	1604 	1638 
A,V12170,C_HTC,MIO_EUR,IE	11881 	13574 	13667 	15005 	13863 	: 	: 
A,V12170,C_HTC,MIO_EUR,IT	4524 	4444 	6751 	5963 	5389 	5432 	5440 
A,V12170,C_HTC,MIO_EUR,LT	28 	32 	43 	24 	43 	52 	78 
A,V12170,C_HTC,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_HTC,MIO_EUR,LV	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_HTC,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_HTC,MIO_EUR,NL	: @C	1985 	2725 	2786 	4010 	2081 	2226 
A,V12170,C_HTC,MIO_EUR,NO	: @C	: @C	: @C	: @C	: @C	575 	: @C
A,V12170,C_HTC,MIO_EUR,PL	1589 	1281 	1541 	1590 	1106 	1602 	1219 
A,V12170,C_HTC,MIO_EUR,PT	413 	276 	271 	244 	287 	328 b	303 
A,V12170,C_HTC,MIO_EUR,RO	318 	335 p	417 	360 	358 	331 	340 
A,V12170,C_HTC,MIO_EUR,SE	: @C	: @C	: @C	: @C	4285 	4778 	: @C
A,V12170,C_HTC,MIO_EUR,SI	474 	323 	403 	439 	423 	440 	496 
A,V12170,C_HTC,MIO_EUR,SK	382 	: @C	684 b	362 	574 	384 	427 
A,V12170,C_HTC,MIO_EUR,TR	: 	953 	: 	: 	: 	: 	: 
A,V12170,C_HTC,MIO_EUR,UK	11936 	9076 	13724 	13437 	10664 	8707 	7912 
A,V12170,C_HTC_M,MIO_EUR,AT	6302 	3971 	5666 	6452 	5724 	5002 	5583 
A,V12170,C_HTC_M,MIO_EUR,BE	: @C	: @C	5468 	5831 	5742 	6176 	6050 
A,V12170,C_HTC_M,MIO_EUR,BG	428 	: @C	351 	423 	462 	551 	645 
A,V12170,C_HTC_M,MIO_EUR,CH	: 	4042 	: @C	5660 	5432 	: @C	5888 
A,V12170,C_HTC_M,MIO_EUR,CY	37 	31 	: @C	: @C	: @C	: @C	: @C
A,V12170,C_HTC_M,MIO_EUR,CZ	4688 p	4101 	5687 	6291 	6029 	6106 	7538 
A,V12170,C_HTC_M,MIO_EUR,DE	49843 	18990 	60504 	71980 	59988 	58056 	70650 
A,V12170,C_HTC_M,MIO_EUR,DK	2455 	1550 	2132 	2649 	2820 	3378 	2378 
A,V12170,C_HTC_M,MIO_EUR,EE	173 	69 	150 	196 	152 	174 	193 
A,V12170,C_HTC_M,MIO_EUR,EL	1133 	938 	: @C	742 	493 	649 	560 
A,V12170,C_HTC_M,MIO_EUR,ES	11870 	6943 	10270 	10310 	8801 	8968 	11201 
A,V12170,C_HTC_M,MIO_EUR,EU27_2007	: @C	99851 e	186690 e	204257 e	: 	: 	: 
A,V12170,C_HTC_M,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V12170,C_HTC_M,MIO_EUR,EU28	: 	: 	: 	204567 e	: @C	: @C	: 
A,V12170,C_HTC_M,MIO_EUR,FI	3217 	1915 	2816 	: @C	: @C	: b	: @C
A,V12170,C_HTC_M,MIO_EUR,FR	16691 	7270 	13721 	13085 	10925 	11481 	16135 
A,V12170,C_HTC_M,MIO_EUR,HR	347 	268 	296 	: @C	180 	107 	161 
A,V12170,C_HTC_M,MIO_EUR,HU	3993 	3267 	4249 	4374 	3944 	4555 	5365 
A,V12170,C_HTC_M,MIO_EUR,IE	3220 	928 	: @C	: @C	: @C	: 	: 
A,V12170,C_HTC_M,MIO_EUR,IT	20121 	13662 	22263 	21855 	20611 	21590 	22704 
A,V12170,C_HTC_M,MIO_EUR,LT	245 	79 	302 	379 	194 	115 	224 
A,V12170,C_HTC_M,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_HTC_M,MIO_EUR,LV	87 	43 	97 	: @C	: @C	84 	102 
A,V12170,C_HTC_M,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_HTC_M,MIO_EUR,NL	: @C	5446 	9750 	10092 	8338 	8535 	8678 
A,V12170,C_HTC_M,MIO_EUR,NO	3041 	2438 	2891 	2979 	2628 	2651 	: @C
A,V12170,C_HTC_M,MIO_EUR,PL	8092 	6985 	7596 	8664 	7299 	7850 	7913 
A,V12170,C_HTC_M,MIO_EUR,PT	1285 	1042 	1388 	1298 	1118 	1147 b	1279 
A,V12170,C_HTC_M,MIO_EUR,RO	1737 	1315 p	1747 	1889 	1917 	2018 	2316 
A,V12170,C_HTC_M,MIO_EUR,SE	4322 	859 	4835 	5793 	4889 	4250 	4003 
A,V12170,C_HTC_M,MIO_EUR,SI	707 	: @C	: @C	: @C	710 	729 	: @C
A,V12170,C_HTC_M,MIO_EUR,SK	630 	599 	1487 b	1551 	1441 	1693 	1876 
A,V12170,C_HTC_M,MIO_EUR,TR	: 	5510 	: 	: 	: 	: 	: 
A,V12170,C_HTC_M,MIO_EUR,UK	24770 	15143 	23882 	26706 	25797 	28402 	30253 
A,V12170,C_LTC,MIO_EUR,AT	: @C	: @C	: @C	: @C	4807 	4428 	4482 
A,V12170,C_LTC,MIO_EUR,BE	: @C	: @C	: @C	: @C	4729 	4776 	5380 
A,V12170,C_LTC,MIO_EUR,BG	899 	: @C	888 	891 	949 	968 	1055 
A,V12170,C_LTC,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC,MIO_EUR,CY	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC,MIO_EUR,CZ	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC,MIO_EUR,DE	24605 	22712 	25655 	27599 	25857 	25596 	26563 
A,V12170,C_LTC,MIO_EUR,DK	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC,MIO_EUR,EE	286 	271 	375 	418 	430 	430 	491 
A,V12170,C_LTC,MIO_EUR,EL	3332 	3640 	: @C	: @C	2046 	2164 	2452 
A,V12170,C_LTC,MIO_EUR,ES	16020 	13359 	14272 	14300 	12838 	12448 	13496 
A,V12170,C_LTC,MIO_EUR,EU27_2007	: @C	: @C	: @C	: @C	: 	: 	: 
A,V12170,C_LTC,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V12170,C_LTC,MIO_EUR,EU28	: 	: 	: 	: @C	: @C	: 	: 
A,V12170,C_LTC,MIO_EUR,FI	: @C	: @C	: @C	: @C	: @C	: b	3691 
A,V12170,C_LTC,MIO_EUR,FR	15777 	14455 	15681 	: @C	16127 	: @C	17516 
A,V12170,C_LTC,MIO_EUR,HR	: @C	: @C	: @C	: @C	805 	: @C	: @C
A,V12170,C_LTC,MIO_EUR,HU	1507 	1457 	1501 	1515 	1398 	1580 	1690 
A,V12170,C_LTC,MIO_EUR,IE	: @C	: @C	: @C	: @C	: @C	: 	: 
A,V12170,C_LTC,MIO_EUR,IT	: @C	18719 	24574 	26168 	23222 	23950 	26261 
A,V12170,C_LTC,MIO_EUR,LT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC,MIO_EUR,LV	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC,MIO_EUR,NL	: @C	7634 	7508 	7478 	7300 	7765 	7699 
A,V12170,C_LTC,MIO_EUR,NO	: @C	: @C	: @C	1896 	2156 	2062 	2174 
A,V12170,C_LTC,MIO_EUR,PL	10217 	9259 	9234 	9981 	8776 	9663 	10279 
A,V12170,C_LTC,MIO_EUR,PT	: @C	2539 	2939 	2593 	2488 	3116 b	3340 
A,V12170,C_LTC,MIO_EUR,RO	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC,MIO_EUR,SE	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC,MIO_EUR,SI	445 	350 	412 	437 	393 	415 	527 
A,V12170,C_LTC,MIO_EUR,SK	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC,MIO_EUR,TR	: 	: @C	: 	: 	: 	: 	: 
A,V12170,C_LTC,MIO_EUR,UK	: @C	: @C	27162 	28660 	29524 	: @C	: @C
A,V12170,C_LTC_M,MIO_EUR,AT	: @C	: @C	: @C	: @C	5134 	4341 	4559 
A,V12170,C_LTC_M,MIO_EUR,BE	: @C	2779 	4166 	3978 	3652 	3463 	3872 
A,V12170,C_LTC_M,MIO_EUR,BG	: @C	: @C	679 	: @C	: @C	: @C	: @C
A,V12170,C_LTC_M,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC_M,MIO_EUR,CY	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC_M,MIO_EUR,CZ	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC_M,MIO_EUR,DE	36009 	20168 	33088 	35802 	30901 	30848 	31057 
A,V12170,C_LTC_M,MIO_EUR,DK	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC_M,MIO_EUR,EE	235 	99 	206 	311 	311 	296 	251 
A,V12170,C_LTC_M,MIO_EUR,EL	3652 	3137 	3237 	: @C	2139 	2053 	2157 
A,V12170,C_LTC_M,MIO_EUR,ES	17506 	8535 	10958 	10602 	8599 	8290 	9153 
A,V12170,C_LTC_M,MIO_EUR,EU27_2007	: @C	: @C	140923 e	: @C	: 	: 	: 
A,V12170,C_LTC_M,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V12170,C_LTC_M,MIO_EUR,EU28	: 	: 	: 	: @C	134797 e	130026 e	: 
A,V12170,C_LTC_M,MIO_EUR,FI	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC_M,MIO_EUR,FR	13144 	8198 	12276 	: @C	9624 	9169 	8877 
A,V12170,C_LTC_M,MIO_EUR,HR	: @C	: @C	: @C	: @C	440 	: @C	: @C
A,V12170,C_LTC_M,MIO_EUR,HU	3127 	1992 	2594 	2655 	2491 	2384 	2441 
A,V12170,C_LTC_M,MIO_EUR,IE	: @C	: @C	: @C	: @C	: @C	: 	: 
A,V12170,C_LTC_M,MIO_EUR,IT	26065 	15011 	21853 	21056 	19231 	18052 	19157 
A,V12170,C_LTC_M,MIO_EUR,LT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC_M,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC_M,MIO_EUR,LV	: @C	89 	142 	198 	256 	: @C	182 
A,V12170,C_LTC_M,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC_M,MIO_EUR,NL	: @C	4948 	5154 	5420 	5267 	4609 	4118 
A,V12170,C_LTC_M,MIO_EUR,NO	: @C	: @C	1806 	: @C	: @C	1846 	: @C
A,V12170,C_LTC_M,MIO_EUR,PL	10274 	7112 	7416 	9096 	9637 	9546 	10393 
A,V12170,C_LTC_M,MIO_EUR,PT	: @C	1777 	2309 	1938 	1718 	1768 b	1817 
A,V12170,C_LTC_M,MIO_EUR,RO	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC_M,MIO_EUR,SE	3700 	1344 	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC_M,MIO_EUR,SI	797 	: @C	: @C	: @C	598 	674 	: @C
A,V12170,C_LTC_M,MIO_EUR,SK	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,C_LTC_M,MIO_EUR,TR	: 	5796 	: 	: 	: 	: 	: 
A,V12170,C_LTC_M,MIO_EUR,UK	20003 	11342 	16048 	18161 	18920 	18751 	20639 
A,V12170,HTC,MIO_EUR,AT	3994 	3888 	4143 	4504 	3974 	4625 	4571 
A,V12170,HTC,MIO_EUR,BE	: @C	8188 	: @C	: @C	10277 	11401 	11562 
A,V12170,HTC,MIO_EUR,BG	: @C	: @C	1104 	: @C	: @C	: @C	: @C
A,V12170,HTC,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,HTC,MIO_EUR,CY	313 	283 	: @C	: @C	: @C	: @C	: @C
A,V12170,HTC,MIO_EUR,CZ	4202 p	3405 	3650 	3570 	3613 	3538 	3347 
A,V12170,HTC,MIO_EUR,DE	56441 	51000 	54158 	60342 	57386 	59081 	61937 
A,V12170,HTC,MIO_EUR,DK	4950 	5017 	5377 	5513 	6436 	6551 	7770 
A,V12170,HTC,MIO_EUR,EE	340 	: @C	327 	387 	370 	348 	378 
A,V12170,HTC,MIO_EUR,EL	3954 	3626 	: @C	1802 	1869 	1985 	1730 
A,V12170,HTC,MIO_EUR,ES	21925 	20233 	19278 	15506 	16613 	16181 	15745 
A,V12170,HTC,MIO_EUR,EU27_2007	: @C	: @C	: @C	: @C	: 	: 	: 
A,V12170,HTC,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V12170,HTC,MIO_EUR,EU28	: 	: 	: 	: @C	293328 e	: @C	: 
A,V12170,HTC,MIO_EUR,FI	: @C	: @C	3458 	: @C	: @C	: b	3517 
A,V12170,HTC,MIO_EUR,FR	: @C	30141 	31864 	31753 	30181 	27230 	24806 
A,V12170,HTC,MIO_EUR,HR	: @C	: @C	: @C	1110 	1043 	1039 	982 
A,V12170,HTC,MIO_EUR,HU	3423 	3414 	3605 	4019 	3753 	3570 	3633 
A,V12170,HTC,MIO_EUR,IE	: @C	: @C	: @C	: @C	: @C	: 	: 
A,V12170,HTC,MIO_EUR,IT	32063 	29504 	33900 	33397 	31390 	28618 	28021 
A,V12170,HTC,MIO_EUR,LT	368 	358 	353 	342 	372 	365 	428 
A,V12170,HTC,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,HTC,MIO_EUR,LV	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,HTC,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,HTC,MIO_EUR,NL	: @C	11956 	13763 	13831 	14587 	12510 	12730 
A,V12170,HTC,MIO_EUR,NO	: @C	: @C	: @C	: @C	: @C	4283 	: @C
A,V12170,HTC,MIO_EUR,PL	: @C	7167 	8594 	8908 	8414 	8076 	7951 
A,V12170,HTC,MIO_EUR,PT	3568 	3271 	3369 	3007 	2900 	2633 b	2692 
A,V12170,HTC,MIO_EUR,RO	2855 p	2397 p	2445 	2166 	2205 	2167 	2406 
A,V12170,HTC,MIO_EUR,SE	: @C	: @C	: @C	: @C	8172 	: @C	: @C
A,V12170,HTC,MIO_EUR,SI	1011 	757 	920 	969 	975 	988 	1085 
A,V12170,HTC,MIO_EUR,SK	1602 	: @C	1881 b	1755 	1998 	1606 	1597 
A,V12170,HTC,MIO_EUR,TR	: 	5081 	: 	: 	: 	: 	: 
A,V12170,HTC,MIO_EUR,UK	57036 	50885 	53255 	57604 	60460 	56870 	63834 
A,V12170,KIS_HTC,MIO_EUR,AT	2852 	2810 	2635 	2725 	2561 	3116 	2971 
A,V12170,KIS_HTC,MIO_EUR,BE	: @C	5720 	6382 	6507 	6773 	6694 	6930 
A,V12170,KIS_HTC,MIO_EUR,BG	1030 	973 	967 	1006 	857 	801 	874 
A,V12170,KIS_HTC,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,KIS_HTC,MIO_EUR,CY	284 	257 	281 	260 	255 	276 	285 
A,V12170,KIS_HTC,MIO_EUR,CZ	3683 p	3178 	3178 	3134 	2834 	2529 	2430 
A,V12170,KIS_HTC,MIO_EUR,DE	42824 	40887 	39883 	44728 	44457 	46373 	47203 
A,V12170,KIS_HTC,MIO_EUR,DK	3009 	3287 	2960 	2708 	3018 	3086 	3538 
A,V12170,KIS_HTC,MIO_EUR,EE	302 	: @C	280 	285 	303 	284 	312 
A,V12170,KIS_HTC,MIO_EUR,EL	3566 	3187 	2200 	1539 	1577 	1481 	1355 
A,V12170,KIS_HTC,MIO_EUR,ES	19012 	17985 	17019 	13643 	14419 	13854 	12634 
A,V12170,KIS_HTC,MIO_EUR,EU27_2007	: @C	205805 e	: @C	215388 e	: 	: 	: 
A,V12170,KIS_HTC,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V12170,KIS_HTC,MIO_EUR,EU28	: 	: 	: 	216187 e	221164 e	: @C	: 
A,V12170,KIS_HTC,MIO_EUR,FI	: @C	: @C	2107 	: @C	: @C	: b	2948 
A,V12170,KIS_HTC,MIO_EUR,FR	: @C	26413 	26890 	26743 	24745 	23194 	21123 
A,V12170,KIS_HTC,MIO_EUR,HR	: @C	: @C	: @C	951 	878 	840 	769 
A,V12170,KIS_HTC,MIO_EUR,HU	2018 	2113 	2204 	2120 	2036 	1966 	1996 
A,V12170,KIS_HTC,MIO_EUR,IE	: @C	: @C	: @C	: @C	: @C	: 	: 
A,V12170,KIS_HTC,MIO_EUR,IT	27539 	25059 	27149 	27434 	26000 	23185 	22581 
A,V12170,KIS_HTC,MIO_EUR,LT	340 	327 	310 	318 	329 	313 	350 
A,V12170,KIS_HTC,MIO_EUR,LU	: @C	: @C	: @C	: @C	: b	: @C	: @C
A,V12170,KIS_HTC,MIO_EUR,LV	393 	289 	311 	296 	312 	333 	317 
A,V12170,KIS_HTC,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,KIS_HTC,MIO_EUR,NL	10062 	9971 	11038 	11045 	10577 	10429 	10505 
A,V12170,KIS_HTC,MIO_EUR,NO	2665 	2845 	3302 	3352 	3858 	3708 	3622 
A,V12170,KIS_HTC,MIO_EUR,PL	: @C	5886 	7053 	7318 	7308 	6473 	6732 
A,V12170,KIS_HTC,MIO_EUR,PT	3155 	2995 	3099 	2764 	2612 	2305 b	2389 
A,V12170,KIS_HTC,MIO_EUR,RO	2537 p	2062 p	2028 	1806 	1847 	1836 	2066 
A,V12170,KIS_HTC,MIO_EUR,SE	: @C	2411 	4566 	4162 	3886 	: @C	5127 
A,V12170,KIS_HTC,MIO_EUR,SI	537 	434 	517 	530 	552 	548 	589 
A,V12170,KIS_HTC,MIO_EUR,SK	1220 	1105 	1198 b	1393 	1424 	1222 	1169 
A,V12170,KIS_HTC,MIO_EUR,TR	: 	4128 	: 	: 	: 	: 	: 
A,V12170,KIS_HTC,MIO_EUR,UK	45100 	41808 	39530 	44167 	49796 	48163 	55922 
A,V12170,KIS_MKT_OTH,MIO_EUR,AT	4891 	4225 	4588 	4772 	5024 	5048 	5179 
A,V12170,KIS_MKT_OTH,MIO_EUR,BE	7712 	: @C	: @C	: @C	10804 	11461 	12087 
A,V12170,KIS_MKT_OTH,MIO_EUR,BG	741 	544 	578 	513 	549 	527 	562 
A,V12170,KIS_MKT_OTH,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,KIS_MKT_OTH,MIO_EUR,CY	: @C	: @C	: @C	350 	307 	330 	357 
A,V12170,KIS_MKT_OTH,MIO_EUR,CZ	3583 p	2787 	2619 	2910 	2796 	2783 	2762 
A,V12170,KIS_MKT_OTH,MIO_EUR,DE	52759 	44945 	48952 	48000 	47051 	59139 	62235 
A,V12170,KIS_MKT_OTH,MIO_EUR,DK	4242 	: @C	5404 	3994 	3887 	4484 	5638 
A,V12170,KIS_MKT_OTH,MIO_EUR,EE	: @C	: @C	: @C	: @C	149 	173 	258 
A,V12170,KIS_MKT_OTH,MIO_EUR,EL	4554 	3852 	2335 	2492 	2634 	2092 	2203 
A,V12170,KIS_MKT_OTH,MIO_EUR,ES	17810 	15451 	14938 	13853 	11979 	12090 	13414 
A,V12170,KIS_MKT_OTH,MIO_EUR,EU27_2007	: @C	216898 e	: @C	: @C	: 	: 	: 
A,V12170,KIS_MKT_OTH,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V12170,KIS_MKT_OTH,MIO_EUR,EU28	: 	: 	: 	: @C	: @C	271686 e	: 
A,V12170,KIS_MKT_OTH,MIO_EUR,FI	: @C	: @C	: @C	: @C	: @C	: b	: @C
A,V12170,KIS_MKT_OTH,MIO_EUR,FR	: @C	: @C	22092 	19875 	16201 	: @C	17033 
A,V12170,KIS_MKT_OTH,MIO_EUR,HR	: @C	: @C	: @C	692 	: @C	: @C	: @C
A,V12170,KIS_MKT_OTH,MIO_EUR,HU	1131 	770 	1296 	1324 	1254 	1598 	1851 
A,V12170,KIS_MKT_OTH,MIO_EUR,IE	3632 	2643 	2849 	3254 	2589 	: 	: 
A,V12170,KIS_MKT_OTH,MIO_EUR,IT	41632 	28277 	39773 	36432 	33492 	33191 	33613 
A,V12170,KIS_MKT_OTH,MIO_EUR,LT	356 	194 	236 	345 	335 	326 	432 
A,V12170,KIS_MKT_OTH,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,KIS_MKT_OTH,MIO_EUR,LV	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,KIS_MKT_OTH,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,KIS_MKT_OTH,MIO_EUR,NL	16456 	13880 	14393 	14643 	14005 	14472 	16822 
A,V12170,KIS_MKT_OTH,MIO_EUR,NO	: 	5220 	6445 	6556 	8043 	8476 	8103 
A,V12170,KIS_MKT_OTH,MIO_EUR,PL	: @C	: @C	: @C	: @C	6248 	6156 	6967 
A,V12170,KIS_MKT_OTH,MIO_EUR,PT	2691 	2563 	3017 	2251 	2048 	2065 b	2254 
A,V12170,KIS_MKT_OTH,MIO_EUR,RO	1825 p	1289 p	1163 	1134 	1211 	1566 	: @C
A,V12170,KIS_MKT_OTH,MIO_EUR,SE	: @C	: @C	: @C	: @C	: @C	: @C	4791 
A,V12170,KIS_MKT_OTH,MIO_EUR,SI	659 	481 	421 	425 	: @C	509 	604 
A,V12170,KIS_MKT_OTH,MIO_EUR,SK	521 	: @C	1097 b	: @C	1118 	905 	1217 
A,V12170,KIS_MKT_OTH,MIO_EUR,TR	: 	5977 	: 	: 	: 	: 	: 
A,V12170,KIS_MKT_OTH,MIO_EUR,UK	64354 	56567 	61672 	68750 	78459 	84975 	107652 
A,V12170,LKIS_MKT,MIO_EUR,AT	26427 	23788 	26316 	28835 	29064 	29845 	28587 
A,V12170,LKIS_MKT,MIO_EUR,BE	25070 	30215 	: @C	: @C	33818 	30101 	32041 
A,V12170,LKIS_MKT,MIO_EUR,BG	3954 	2938 	3108 	3025 	3322 	3601 	3898 
A,V12170,LKIS_MKT,MIO_EUR,CH	: 	36195 	42132 b	45065 	44962 	46649 	52442 
A,V12170,LKIS_MKT,MIO_EUR,CY	1592 	1372 	1375 	1354 	1266 	1212 	1242 
A,V12170,LKIS_MKT,MIO_EUR,CZ	12795 p	10207 	11276 	12282 	11795 	12018 	12310 
A,V12170,LKIS_MKT,MIO_EUR,DE	221823 	232102 	202803 	214410 	206616 	214173 	245861 
A,V12170,LKIS_MKT,MIO_EUR,DK	14435 	16054 	16515 	18381 	18443 	19429 	20465 
A,V12170,LKIS_MKT,MIO_EUR,EE	1379 	1040 	1426 	2004 	2047 	2131 	2175 
A,V12170,LKIS_MKT,MIO_EUR,EL	17277 	15269 	11994 	11841 	9041 	9451 	10687 
A,V12170,LKIS_MKT,MIO_EUR,ES	82875 	68874 	72720 	71990 	66857 	68044 	71502 
A,V12170,LKIS_MKT,MIO_EUR,EU27_2007	: @C	: @C	: @C	: @C	: 	: 	: 
A,V12170,LKIS_MKT,MIO_EUR,EU28	: 	: 	: 	: @C	941147 e	966629 e	: 
A,V12170,LKIS_MKT,MIO_EUR,FI	: 	: 	: 	: @C	: 	11875 b	: 
A,V12170,LKIS_MKT,MIO_EUR,FR	108372 	101128 	111964 	116651 	106289 	107819 	102890 
A,V12170,LKIS_MKT,MIO_EUR,HR	: @C	: @C	: @C	2936 	2627 	2966 	3351 
A,V12170,LKIS_MKT,MIO_EUR,HU	6916 	5206 	5962 	6837 	5953 	6708 	7440 
A,V12170,LKIS_MKT,MIO_EUR,IE	9015 	7580 	8533 	9166 	9412 	: 	: 
A,V12170,LKIS_MKT,MIO_EUR,IT	96520 	83639 	108884 	115995 	100520 	100733 	106617 
A,V12170,LKIS_MKT,MIO_EUR,LT	2485 	1083 	1597 	2683 	2961 	2715 	3472 
A,V12170,LKIS_MKT,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: b	: @C
A,V12170,LKIS_MKT,MIO_EUR,LV	2509 	1536 	1928 	2079 	2401 	2380 	2459 
A,V12170,LKIS_MKT,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12170,LKIS_MKT,MIO_EUR,NL	52518 	49851 	55128 	56863 	57755 	60283 	: @C
A,V12170,LKIS_MKT,MIO_EUR,NO	16894 	16446 	18705 	20251 	22320 	22447 	22239 
A,V12170,LKIS_MKT,MIO_EUR,PL	36585 	26308 	31215 	31004 	29570 	27483 	31599 
A,V12170,LKIS_MKT,MIO_EUR,PT	13907 	13106 	12112 	10601 	9000 	9400 b	10338 
A,V12170,LKIS_MKT,MIO_EUR,RO	11788 p	7712 p	8149 	8689 	8356 	8544 	9859 
A,V12170,LKIS_MKT,MIO_EUR,SE	23483 	22635 	26373 	29749 	30297 	30606 	32247 
A,V12170,LKIS_MKT,MIO_EUR,SI	2792 	1664 	2396 	2629 	: @C	2379 	2507 
